complaint_id,filed_time,fraud_type,amount,victim_district
CYB-2026-11043,2026-09-08T01:58:00,Loan-App Fraud,25000,Patna
CYB-2026-11044,2026-09-28T09:12:00,Job Fraud,48000,Pune
CYB-2026-11045,2026-09-10T21:34:00,Loan-App Fraud,2000,Kolkata
CYB-2026-11046,2026-09-13T21:34:00,Romance Scam,2000,Bengaluru Urban
CYB-2026-11047,2026-09-14T05:47:00,SIM-Swap,2000,Chennai
CYB-2026-11048,2026-09-15T06:42:00,Romance Scam,5000,Ahmedabad
CYB-2026-11049,2026-09-26T12:08:00,OTP Fraud,2000,Mumbai Suburban
CYB-2026-11050,2026-09-23T12:06:00,OTP Fraud,8000,Bhopal
CYB-2026-11051,2026-09-06T04:09:00,SIM-Swap,48000,South Delhi
CYB-2026-11052,2026-09-17T16:26:00,Investment Fraud,250000,Kolkata
CYB-2026-11053,2026-09-26T19:02:00,OTP Fraud,2000,Lucknow
CYB-2026-11054,2026-09-08T00:39:00,Romance Scam,5000,Ahmedabad
CYB-2026-11055,2026-09-23T08:27:00,Job Fraud,120000,Mumbai Suburban
CYB-2026-11056,2026-09-12T14:17:00,Investment Fraud,5000,Lucknow
CYB-2026-11057,2026-09-20T02:49:00,OTP Fraud,75000,Nagpur
CYB-2026-11058,2026-09-15T22:03:00,Loan-App Fraud,75000,Bengaluru Urban
CYB-2026-11059,2026-09-08T18:22:00,Investment Fraud,75000,Pune
CYB-2026-11060,2026-09-26T02:06:00,OTP Fraud,5000,Chennai
CYB-2026-11061,2026-09-14T10:30:00,Job Fraud,250000,Central Delhi
CYB-2026-11062,2026-09-17T10:54:00,Romance Scam,250000,Guwahati
CYB-2026-11063,2026-09-26T21:24:00,Romance Scam,5000,Jaipur
CYB-2026-11064,2026-09-22T23:09:00,Job Fraud,2000,Kolkata
CYB-2026-11065,2026-09-23T17:58:00,OTP Fraud,250000,Chennai
CYB-2026-11066,2026-09-30T10:20:00,SIM-Swap,75000,Bengaluru Urban
CYB-2026-11067,2026-09-21T20:51:00,Investment Fraud,250000,Jaipur
CYB-2026-11068,2026-09-13T08:27:00,Loan-App Fraud,250000,Patna
CYB-2026-11069,2026-09-29T14:44:00,OTP Fraud,5000,Mumbai City
CYB-2026-11070,2026-09-19T19:14:00,SIM-Swap,2000,Lucknow
CYB-2026-11071,2026-09-02T05:57:00,SIM-Swap,8000,Ahmedabad
CYB-2026-11072,2026-09-27T01:33:00,OTP Fraud,75000,Patna
CYB-2026-11073,2026-09-27T08:07:00,Job Fraud,250000,South Delhi
CYB-2026-11074,2026-09-29T18:24:00,Romance Scam,75000,Kolkata
CYB-2026-11075,2026-09-03T11:50:00,Investment Fraud,5000,Mumbai Suburban
CYB-2026-11076,2026-09-24T16:09:00,OTP Fraud,25000,Lucknow
CYB-2026-11077,2026-09-18T09:03:00,Investment Fraud,75000,Kolkata
CYB-2026-11078,2026-09-15T18:21:00,Investment Fraud,15000,Hyderabad
CYB-2026-11079,2026-09-03T16:39:00,Loan-App Fraud,2000,Bhopal
CYB-2026-11080,2026-09-29T03:51:00,Investment Fraud,5000,Patna
CYB-2026-11081,2026-09-19T06:37:00,Job Fraud,120000,Kochi
CYB-2026-11082,2026-09-08T17:15:00,Investment Fraud,75000,Mumbai City
CYB-2026-11083,2026-09-17T04:40:00,Job Fraud,8000,Ahmedabad
CYB-2026-11084,2026-09-12T19:56:00,Romance Scam,25000,Ahmedabad
CYB-2026-11085,2026-09-21T18:20:00,OTP Fraud,120000,Patna
CYB-2026-11086,2026-09-04T13:29:00,Loan-App Fraud,120000,Ahmedabad
CYB-2026-11087,2026-09-28T23:03:00,Romance Scam,15000,Lucknow
CYB-2026-11088,2026-09-20T14:11:00,OTP Fraud,48000,Bengaluru Urban
CYB-2026-11089,2026-09-29T10:42:00,Job Fraud,15000,Chandigarh
CYB-2026-11090,2026-09-18T19:36:00,Job Fraud,75000,Surat
CYB-2026-11091,2026-09-28T11:24:00,OTP Fraud,250000,Patna
CYB-2026-11092,2026-09-08T02:52:00,OTP Fraud,5000,Indore
CYB-2026-11093,2026-09-01T22:16:00,OTP Fraud,8000,Chennai
CYB-2026-11094,2026-09-24T08:47:00,OTP Fraud,250000,Kochi
CYB-2026-11095,2026-09-14T10:03:00,Job Fraud,48000,Chennai
CYB-2026-11096,2026-09-02T20:05:00,OTP Fraud,2000,Hyderabad
CYB-2026-11097,2026-09-18T12:10:00,Job Fraud,120000,Mumbai City
CYB-2026-11098,2026-09-14T20:41:00,Investment Fraud,5000,Mumbai City
CYB-2026-11099,2026-09-10T10:58:00,Job Fraud,25000,Indore
CYB-2026-11100,2026-09-26T15:31:00,Romance Scam,250000,Guwahati
CYB-2026-11101,2026-09-05T05:00:00,OTP Fraud,8000,Bhopal
CYB-2026-11102,2026-09-16T12:34:00,Investment Fraud,250000,Lucknow
CYB-2026-11103,2026-09-05T10:22:00,Investment Fraud,75000,Pune
CYB-2026-11104,2026-09-23T08:57:00,Investment Fraud,2000,Lucknow
CYB-2026-11105,2026-09-19T21:50:00,Investment Fraud,25000,South Delhi
CYB-2026-11106,2026-09-24T18:23:00,SIM-Swap,8000,Bengaluru Urban
CYB-2026-11107,2026-09-17T05:51:00,OTP Fraud,250000,South Delhi
CYB-2026-11108,2026-09-03T05:38:00,SIM-Swap,48000,Chennai
CYB-2026-11109,2026-09-30T23:57:00,SIM-Swap,5000,Guwahati
CYB-2026-11110,2026-09-20T00:09:00,Loan-App Fraud,48000,Pune
CYB-2026-11111,2026-09-04T11:14:00,SIM-Swap,2000,Kolkata
CYB-2026-11112,2026-09-16T14:31:00,Loan-App Fraud,8000,Bhopal
CYB-2026-11113,2026-09-10T03:14:00,Job Fraud,250000,Jaipur
CYB-2026-11114,2026-09-03T15:58:00,Investment Fraud,120000,Chandigarh
CYB-2026-11115,2026-09-15T08:01:00,SIM-Swap,2000,Nagpur
CYB-2026-11116,2026-09-02T02:51:00,SIM-Swap,8000,Lucknow
CYB-2026-11117,2026-09-05T00:49:00,Investment Fraud,8000,Central Delhi
CYB-2026-11118,2026-09-16T14:22:00,OTP Fraud,15000,Bengaluru Urban
CYB-2026-11119,2026-09-09T22:54:00,SIM-Swap,8000,Chandigarh
CYB-2026-11120,2026-09-14T08:24:00,Romance Scam,15000,Jaipur
CYB-2026-11121,2026-10-01T00:16:00,Loan-App Fraud,48000,Nagpur
CYB-2026-11122,2026-09-03T22:47:00,OTP Fraud,75000,Kochi
CYB-2026-11123,2026-09-22T23:33:00,Romance Scam,25000,South Delhi
CYB-2026-11124,2026-09-16T11:00:00,Loan-App Fraud,48000,Central Delhi
CYB-2026-11125,2026-09-09T14:43:00,Investment Fraud,2000,Bengaluru Urban
CYB-2026-11126,2026-09-26T13:03:00,Job Fraud,75000,Guwahati
CYB-2026-11127,2026-09-16T10:54:00,Romance Scam,250000,Indore
CYB-2026-11128,2026-09-22T01:47:00,Loan-App Fraud,48000,Ahmedabad
CYB-2026-11129,2026-09-01T12:41:00,Job Fraud,8000,Hyderabad
CYB-2026-11130,2026-09-01T10:40:00,SIM-Swap,48000,Surat
CYB-2026-11131,2026-09-28T00:50:00,OTP Fraud,48000,Surat
CYB-2026-11132,2026-09-25T14:20:00,Romance Scam,15000,Mumbai City
CYB-2026-11133,2026-09-08T15:30:00,Romance Scam,2000,South Delhi
CYB-2026-11134,2026-09-13T22:28:00,Romance Scam,15000,Pune
CYB-2026-11135,2026-09-08T01:02:00,SIM-Swap,15000,Pune
CYB-2026-11136,2026-09-03T03:15:00,Loan-App Fraud,8000,Guwahati
CYB-2026-11137,2026-09-22T01:04:00,Romance Scam,120000,Ahmedabad
CYB-2026-11138,2026-09-03T02:38:00,Job Fraud,8000,Surat
CYB-2026-11139,2026-09-06T15:27:00,Loan-App Fraud,75000,Kochi
CYB-2026-11140,2026-09-19T04:21:00,SIM-Swap,8000,Mumbai City
CYB-2026-11141,2026-09-15T04:25:00,SIM-Swap,15000,Chennai
CYB-2026-11142,2026-09-12T21:19:00,Loan-App Fraud,15000,Bhopal
CYB-2026-11143,2026-09-25T13:03:00,OTP Fraud,120000,Nagpur
CYB-2026-11144,2026-09-27T05:34:00,Job Fraud,75000,Kolkata
CYB-2026-11145,2026-09-25T10:40:00,Investment Fraud,15000,Chennai
CYB-2026-11146,2026-09-26T21:43:00,Romance Scam,25000,Kochi
CYB-2026-11147,2026-09-28T07:30:00,SIM-Swap,250000,Patna
CYB-2026-11148,2026-09-01T14:39:00,SIM-Swap,48000,Nagpur
CYB-2026-11149,2026-09-09T12:29:00,Romance Scam,5000,Chennai
CYB-2026-11150,2026-09-30T20:41:00,Investment Fraud,250000,Surat
CYB-2026-11151,2026-09-11T12:51:00,Romance Scam,5000,Central Delhi
CYB-2026-11152,2026-09-05T10:54:00,Romance Scam,250000,Kolkata
CYB-2026-11153,2026-09-08T16:41:00,SIM-Swap,2000,Guwahati
CYB-2026-11154,2026-09-10T02:58:00,Loan-App Fraud,120000,Central Delhi
CYB-2026-11155,2026-09-16T01:30:00,Investment Fraud,250000,South Delhi
CYB-2026-11156,2026-09-06T20:48:00,SIM-Swap,15000,Patna
CYB-2026-11157,2026-09-24T19:54:00,Loan-App Fraud,75000,Bengaluru Urban
CYB-2026-11158,2026-09-08T00:02:00,Loan-App Fraud,8000,Pune
CYB-2026-11159,2026-09-20T16:12:00,Romance Scam,5000,Guwahati
CYB-2026-11160,2026-09-01T21:27:00,OTP Fraud,120000,Mumbai Suburban
CYB-2026-11161,2026-09-29T22:25:00,Romance Scam,75000,Kolkata
CYB-2026-11162,2026-09-06T01:55:00,SIM-Swap,25000,Kolkata
CYB-2026-11163,2026-09-19T16:23:00,Investment Fraud,2000,Patna
CYB-2026-11164,2026-09-23T15:09:00,Romance Scam,25000,Mumbai Suburban
CYB-2026-11165,2026-09-03T20:37:00,SIM-Swap,250000,Jaipur
CYB-2026-11166,2026-09-27T03:08:00,Investment Fraud,5000,Bengaluru Urban
CYB-2026-11167,2026-09-23T20:28:00,Job Fraud,48000,Bengaluru Urban
CYB-2026-11168,2026-09-30T22:11:00,Job Fraud,120000,Mumbai Suburban
CYB-2026-11169,2026-09-19T14:45:00,Job Fraud,120000,Indore
CYB-2026-11170,2026-09-07T06:01:00,Loan-App Fraud,120000,Patna
CYB-2026-11171,2026-09-15T07:15:00,SIM-Swap,15000,Mumbai Suburban
CYB-2026-11172,2026-09-03T07:53:00,Loan-App Fraud,8000,Mumbai Suburban
CYB-2026-11173,2026-09-03T12:32:00,SIM-Swap,2000,Pune
CYB-2026-11174,2026-09-05T07:14:00,Investment Fraud,75000,Hyderabad
CYB-2026-11175,2026-09-21T08:06:00,Romance Scam,5000,Mumbai Suburban
CYB-2026-11176,2026-09-10T15:24:00,Romance Scam,75000,Jaipur
CYB-2026-11177,2026-09-16T06:53:00,Investment Fraud,25000,Jaipur
CYB-2026-11178,2026-10-01T04:02:00,SIM-Swap,250000,Bengaluru Urban
CYB-2026-11179,2026-09-25T12:22:00,Job Fraud,250000,Surat
CYB-2026-11180,2026-09-16T02:58:00,Romance Scam,25000,Guwahati
CYB-2026-11181,2026-09-18T14:42:00,Investment Fraud,5000,Pune
CYB-2026-11182,2026-09-20T19:56:00,Job Fraud,5000,Surat
CYB-2026-11183,2026-09-18T03:12:00,Job Fraud,2000,Hyderabad
CYB-2026-11184,2026-09-19T18:05:00,Investment Fraud,15000,Mumbai Suburban
CYB-2026-11185,2026-09-03T12:44:00,Job Fraud,8000,Mumbai City
CYB-2026-11186,2026-09-03T09:15:00,Investment Fraud,8000,Bengaluru Urban
CYB-2026-11187,2026-09-10T13:16:00,Loan-App Fraud,2000,Chennai
CYB-2026-11188,2026-09-21T03:54:00,OTP Fraud,75000,Pune
CYB-2026-11189,2026-09-11T18:07:00,Loan-App Fraud,250000,Kolkata
CYB-2026-11190,2026-09-08T16:29:00,Loan-App Fraud,8000,Jaipur
CYB-2026-11191,2026-09-22T22:13:00,OTP Fraud,120000,Lucknow
CYB-2026-11192,2026-09-29T20:57:00,Romance Scam,8000,Lucknow
CYB-2026-11193,2026-09-21T19:00:00,Loan-App Fraud,5000,Bengaluru Urban
CYB-2026-11194,2026-09-29T04:51:00,SIM-Swap,2000,Mumbai City
CYB-2026-11195,2026-09-17T09:42:00,SIM-Swap,8000,Nagpur
CYB-2026-11196,2026-09-21T22:19:00,Job Fraud,8000,Bengaluru Urban
CYB-2026-11197,2026-09-28T03:38:00,Investment Fraud,75000,Hyderabad
CYB-2026-11198,2026-09-13T13:57:00,OTP Fraud,120000,Central Delhi
CYB-2026-11199,2026-09-21T15:32:00,SIM-Swap,120000,Kolkata
CYB-2026-11200,2026-09-21T20:05:00,Loan-App Fraud,120000,Kochi
CYB-2026-11201,2026-09-08T10:12:00,SIM-Swap,8000,Surat
CYB-2026-11202,2026-09-22T08:01:00,Loan-App Fraud,8000,Bhopal
CYB-2026-11203,2026-09-02T11:33:00,Job Fraud,250000,Lucknow
CYB-2026-11204,2026-09-08T09:31:00,Loan-App Fraud,5000,Mumbai City
CYB-2026-11205,2026-09-25T23:34:00,Romance Scam,75000,Indore
CYB-2026-11206,2026-09-27T04:36:00,Loan-App Fraud,250000,Kochi
CYB-2026-11207,2026-09-06T15:42:00,SIM-Swap,75000,Pune
CYB-2026-11208,2026-09-09T13:54:00,Loan-App Fraud,2000,Jaipur
CYB-2026-11209,2026-09-06T08:14:00,SIM-Swap,5000,Kochi
CYB-2026-11210,2026-09-26T06:15:00,OTP Fraud,2000,South Delhi
CYB-2026-11211,2026-09-08T14:10:00,Loan-App Fraud,250000,Lucknow
CYB-2026-11212,2026-09-26T10:11:00,Investment Fraud,8000,Bhopal
CYB-2026-11213,2026-09-11T00:16:00,Loan-App Fraud,120000,Bhopal
CYB-2026-11214,2026-09-01T06:53:00,OTP Fraud,5000,Hyderabad
CYB-2026-11215,2026-09-11T10:27:00,Job Fraud,48000,Bengaluru Urban
CYB-2026-11216,2026-09-29T21:11:00,Romance Scam,48000,Surat
CYB-2026-11217,2026-09-06T13:33:00,Romance Scam,120000,Guwahati
CYB-2026-11218,2026-09-29T02:04:00,Loan-App Fraud,48000,Surat
CYB-2026-11219,2026-09-01T15:51:00,SIM-Swap,120000,Jaipur
CYB-2026-11220,2026-09-15T02:36:00,Job Fraud,5000,Chandigarh
CYB-2026-11221,2026-09-04T16:12:00,Investment Fraud,250000,Hyderabad
CYB-2026-11222,2026-09-24T16:15:00,SIM-Swap,75000,Central Delhi
CYB-2026-11223,2026-09-26T00:35:00,OTP Fraud,8000,Kolkata
CYB-2026-11224,2026-09-26T07:54:00,Job Fraud,15000,Nagpur
CYB-2026-11225,2026-09-19T00:23:00,SIM-Swap,75000,Mumbai Suburban
CYB-2026-11226,2026-09-20T21:51:00,Investment Fraud,120000,Surat
CYB-2026-11227,2026-09-13T14:25:00,Loan-App Fraud,25000,Jaipur
CYB-2026-11228,2026-09-06T13:36:00,Loan-App Fraud,48000,Ahmedabad
CYB-2026-11229,2026-09-14T16:06:00,SIM-Swap,120000,Central Delhi
CYB-2026-11230,2026-09-25T13:40:00,Loan-App Fraud,15000,Lucknow
CYB-2026-11231,2026-09-07T01:30:00,Romance Scam,8000,Mumbai City
CYB-2026-11232,2026-09-30T11:49:00,Job Fraud,250000,Chennai
CYB-2026-11233,2026-09-24T02:42:00,OTP Fraud,48000,Kochi
CYB-2026-11234,2026-09-11T17:34:00,Romance Scam,48000,Hyderabad
CYB-2026-11235,2026-09-10T11:55:00,Job Fraud,2000,Lucknow
CYB-2026-11236,2026-09-10T09:35:00,OTP Fraud,15000,Guwahati
CYB-2026-11237,2026-09-25T23:26:00,Romance Scam,120000,Hyderabad
CYB-2026-11238,2026-09-10T22:19:00,SIM-Swap,48000,Chennai
CYB-2026-11239,2026-09-23T20:22:00,Romance Scam,5000,Kochi
CYB-2026-11240,2026-09-16T18:57:00,Investment Fraud,2000,Nagpur
CYB-2026-11241,2026-09-14T08:00:00,Investment Fraud,8000,Jaipur
CYB-2026-11242,2026-09-06T07:25:00,Job Fraud,2000,Bengaluru Urban
CYB-2026-11243,2026-09-04T23:30:00,Romance Scam,120000,Central Delhi
CYB-2026-11244,2026-09-25T01:39:00,Romance Scam,5000,Mumbai City
CYB-2026-11245,2026-09-25T18:28:00,Romance Scam,5000,Kolkata
CYB-2026-11246,2026-09-27T21:11:00,Romance Scam,15000,Chennai
CYB-2026-11247,2026-09-27T10:47:00,OTP Fraud,15000,Surat
CYB-2026-11248,2026-09-27T08:55:00,OTP Fraud,2000,Guwahati
CYB-2026-11249,2026-09-10T15:38:00,Romance Scam,75000,Mumbai City
CYB-2026-11250,2026-09-17T07:49:00,Loan-App Fraud,15000,Nagpur
CYB-2026-11251,2026-09-16T11:09:00,SIM-Swap,75000,Patna
CYB-2026-11252,2026-09-29T04:02:00,SIM-Swap,2000,Pune
CYB-2026-11253,2026-09-16T20:46:00,OTP Fraud,15000,Jaipur
CYB-2026-11254,2026-09-22T06:26:00,SIM-Swap,48000,Hyderabad
CYB-2026-11255,2026-09-07T09:51:00,OTP Fraud,120000,Hyderabad
CYB-2026-11256,2026-09-13T13:33:00,SIM-Swap,120000,Mumbai Suburban
CYB-2026-11257,2026-09-13T02:07:00,Romance Scam,2000,Surat
CYB-2026-11258,2026-09-25T17:14:00,Investment Fraud,120000,Pune
CYB-2026-11259,2026-09-04T05:00:00,Job Fraud,250000,Kochi
CYB-2026-11260,2026-09-21T16:58:00,Romance Scam,2000,Kolkata
CYB-2026-11261,2026-09-07T07:32:00,Romance Scam,48000,Kolkata
CYB-2026-11262,2026-09-07T08:18:00,Romance Scam,2000,Kolkata
CYB-2026-11263,2026-09-15T08:07:00,Job Fraud,5000,Pune
CYB-2026-11264,2026-09-27T09:19:00,Investment Fraud,75000,Hyderabad
CYB-2026-11265,2026-09-03T14:22:00,Job Fraud,2000,Hyderabad
CYB-2026-11266,2026-09-03T19:15:00,Loan-App Fraud,8000,South Delhi
CYB-2026-11267,2026-09-27T19:13:00,Job Fraud,2000,Central Delhi
CYB-2026-11268,2026-09-05T07:43:00,Romance Scam,15000,South Delhi
CYB-2026-11269,2026-09-13T23:06:00,SIM-Swap,75000,Mumbai Suburban
CYB-2026-11270,2026-09-14T14:10:00,Investment Fraud,8000,Bengaluru Urban
CYB-2026-11271,2026-09-10T17:27:00,OTP Fraud,8000,Bhopal
CYB-2026-11272,2026-09-17T14:13:00,Investment Fraud,250000,Ahmedabad
CYB-2026-11273,2026-09-23T01:09:00,Investment Fraud,250000,Bhopal
CYB-2026-11274,2026-09-07T04:40:00,Job Fraud,5000,Bhopal
CYB-2026-11275,2026-09-13T13:22:00,Romance Scam,120000,South Delhi
CYB-2026-11276,2026-09-10T17:20:00,OTP Fraud,15000,Central Delhi
CYB-2026-11277,2026-09-01T11:16:00,Job Fraud,2000,Guwahati
CYB-2026-11278,2026-09-10T10:08:00,Romance Scam,120000,Surat
CYB-2026-11279,2026-09-03T13:20:00,OTP Fraud,2000,Nagpur
CYB-2026-11280,2026-09-28T17:52:00,SIM-Swap,250000,Ahmedabad
CYB-2026-11281,2026-09-13T21:21:00,Loan-App Fraud,75000,Bhopal
CYB-2026-11282,2026-09-26T07:19:00,OTP Fraud,8000,Kolkata
CYB-2026-11283,2026-09-01T07:13:00,Investment Fraud,8000,Patna
CYB-2026-11284,2026-09-16T22:13:00,Loan-App Fraud,120000,Central Delhi
CYB-2026-11285,2026-09-29T20:19:00,OTP Fraud,8000,Lucknow
CYB-2026-11286,2026-09-05T03:07:00,OTP Fraud,8000,Indore
CYB-2026-11287,2026-09-20T16:38:00,SIM-Swap,5000,Ahmedabad
CYB-2026-11288,2026-09-11T11:05:00,Investment Fraud,25000,Jaipur
CYB-2026-11289,2026-09-17T21:42:00,OTP Fraud,120000,Hyderabad
CYB-2026-11290,2026-09-06T23:51:00,OTP Fraud,120000,Bengaluru Urban
CYB-2026-11291,2026-09-21T08:42:00,Job Fraud,75000,Indore
CYB-2026-11292,2026-09-01T22:25:00,Investment Fraud,2000,Bhopal
CYB-2026-11293,2026-09-18T11:19:00,SIM-Swap,250000,Pune
CYB-2026-11294,2026-09-09T01:56:00,Job Fraud,2000,Patna
CYB-2026-11295,2026-09-20T18:37:00,SIM-Swap,15000,Jaipur
CYB-2026-11296,2026-09-13T20:48:00,Job Fraud,75000,Indore
CYB-2026-11297,2026-09-05T09:30:00,Loan-App Fraud,8000,Ahmedabad
CYB-2026-11298,2026-09-30T11:04:00,OTP Fraud,250000,Patna
CYB-2026-11299,2026-09-28T18:09:00,Job Fraud,2000,Mumbai City
CYB-2026-11300,2026-09-05T18:01:00,Romance Scam,120000,Indore
CYB-2026-11301,2026-09-16T04:58:00,Job Fraud,48000,Central Delhi
CYB-2026-11302,2026-09-22T17:11:00,OTP Fraud,8000,Chandigarh
CYB-2026-11303,2026-09-29T06:21:00,OTP Fraud,120000,Pune
CYB-2026-11304,2026-09-03T02:02:00,Loan-App Fraud,120000,Bhopal
CYB-2026-11305,2026-09-02T16:22:00,Job Fraud,2000,Bengaluru Urban
CYB-2026-11306,2026-09-28T16:03:00,Romance Scam,75000,Indore
CYB-2026-11307,2026-09-07T17:08:00,Investment Fraud,5000,Lucknow
CYB-2026-11308,2026-09-25T00:54:00,SIM-Swap,25000,Bengaluru Urban
CYB-2026-11309,2026-09-01T17:09:00,OTP Fraud,25000,Mumbai Suburban
CYB-2026-11310,2026-09-26T06:48:00,Investment Fraud,75000,Jaipur
CYB-2026-11311,2026-09-23T13:50:00,Loan-App Fraud,250000,Surat
CYB-2026-11312,2026-09-07T08:20:00,OTP Fraud,15000,Surat
CYB-2026-11313,2026-09-08T05:40:00,OTP Fraud,25000,Jaipur
CYB-2026-11314,2026-09-10T12:21:00,Romance Scam,2000,Guwahati
CYB-2026-11315,2026-09-21T09:06:00,Loan-App Fraud,25000,Mumbai City
CYB-2026-11316,2026-09-09T17:05:00,Romance Scam,250000,Guwahati
CYB-2026-11317,2026-09-10T17:27:00,Investment Fraud,250000,Patna
CYB-2026-11318,2026-09-16T11:28:00,SIM-Swap,48000,Chennai
CYB-2026-11319,2026-09-15T13:16:00,OTP Fraud,15000,Lucknow
CYB-2026-11320,2026-09-27T22:49:00,OTP Fraud,2000,Chennai
CYB-2026-11321,2026-09-07T22:48:00,SIM-Swap,120000,Mumbai Suburban
CYB-2026-11322,2026-09-20T11:57:00,OTP Fraud,8000,South Delhi
CYB-2026-11323,2026-09-27T13:58:00,Romance Scam,2000,Hyderabad
CYB-2026-11324,2026-09-21T18:09:00,OTP Fraud,120000,Central Delhi
CYB-2026-11325,2026-09-14T12:04:00,OTP Fraud,15000,Hyderabad
CYB-2026-11326,2026-09-08T12:39:00,Romance Scam,25000,Chandigarh
CYB-2026-11327,2026-09-28T18:30:00,Loan-App Fraud,15000,Pune
CYB-2026-11328,2026-09-20T18:50:00,Job Fraud,2000,Pune
CYB-2026-11329,2026-09-28T00:22:00,Loan-App Fraud,120000,Kolkata
CYB-2026-11330,2026-09-05T22:48:00,SIM-Swap,8000,Nagpur
CYB-2026-11331,2026-09-27T07:14:00,Job Fraud,2000,Surat
CYB-2026-11332,2026-09-17T12:30:00,Loan-App Fraud,5000,South Delhi
CYB-2026-11333,2026-09-02T18:28:00,SIM-Swap,15000,Patna
CYB-2026-11334,2026-09-01T13:54:00,Loan-App Fraud,250000,Central Delhi
CYB-2026-11335,2026-09-15T11:56:00,Romance Scam,8000,South Delhi
CYB-2026-11336,2026-09-18T17:21:00,OTP Fraud,8000,Nagpur
CYB-2026-11337,2026-09-23T04:03:00,OTP Fraud,48000,Chennai
CYB-2026-11338,2026-09-11T15:39:00,Romance Scam,2000,Central Delhi
CYB-2026-11339,2026-09-05T19:37:00,Loan-App Fraud,5000,Jaipur
CYB-2026-11340,2026-09-12T16:30:00,SIM-Swap,8000,Pune
CYB-2026-11341,2026-09-09T10:58:00,Job Fraud,2000,Jaipur
CYB-2026-11342,2026-09-29T08:29:00,Investment Fraud,2000,Bengaluru Urban
CYB-2026-11343,2026-09-22T23:54:00,SIM-Swap,8000,Patna
CYB-2026-11344,2026-09-30T06:28:00,Loan-App Fraud,48000,Ahmedabad
CYB-2026-11345,2026-09-30T04:16:00,SIM-Swap,75000,Bengaluru Urban
CYB-2026-11346,2026-09-05T05:14:00,Investment Fraud,25000,Surat
CYB-2026-11347,2026-09-22T23:14:00,OTP Fraud,25000,South Delhi
CYB-2026-11348,2026-09-29T10:19:00,Job Fraud,8000,Pune
CYB-2026-11349,2026-09-02T05:13:00,Romance Scam,250000,Pune
CYB-2026-11350,2026-09-25T04:13:00,Loan-App Fraud,48000,Central Delhi
CYB-2026-11351,2026-09-10T06:31:00,Loan-App Fraud,75000,Mumbai Suburban
CYB-2026-11352,2026-09-06T13:02:00,Investment Fraud,15000,Chandigarh
CYB-2026-11353,2026-09-13T21:02:00,OTP Fraud,75000,Mumbai City
CYB-2026-11354,2026-09-08T22:15:00,OTP Fraud,25000,Indore
CYB-2026-11355,2026-09-10T04:29:00,Investment Fraud,250000,Patna
CYB-2026-11356,2026-09-13T08:47:00,SIM-Swap,5000,Central Delhi
CYB-2026-11357,2026-09-13T22:13:00,Romance Scam,15000,Lucknow
CYB-2026-11358,2026-09-13T04:05:00,Job Fraud,25000,Hyderabad
CYB-2026-11359,2026-09-11T21:24:00,Romance Scam,75000,Indore
CYB-2026-11360,2026-09-01T18:06:00,OTP Fraud,250000,Jaipur
CYB-2026-11361,2026-09-21T11:11:00,Loan-App Fraud,25000,Bhopal
CYB-2026-11362,2026-09-09T13:55:00,Loan-App Fraud,8000,Bhopal
CYB-2026-11363,2026-09-18T20:56:00,OTP Fraud,120000,Hyderabad
CYB-2026-11364,2026-09-30T05:33:00,OTP Fraud,25000,Surat
CYB-2026-11365,2026-09-02T14:29:00,Romance Scam,75000,Patna
CYB-2026-11366,2026-09-25T16:00:00,Job Fraud,8000,Kochi
CYB-2026-11367,2026-09-25T13:09:00,OTP Fraud,75000,Jaipur
CYB-2026-11368,2026-09-28T15:00:00,SIM-Swap,2000,Mumbai Suburban
CYB-2026-11369,2026-09-28T21:17:00,Investment Fraud,250000,Bengaluru Urban
CYB-2026-11370,2026-09-06T10:24:00,Loan-App Fraud,48000,Guwahati
CYB-2026-11371,2026-09-28T12:21:00,OTP Fraud,8000,Bhopal
CYB-2026-11372,2026-09-28T14:03:00,Loan-App Fraud,75000,Indore
CYB-2026-11373,2026-09-27T14:55:00,Job Fraud,48000,Surat
CYB-2026-11374,2026-09-06T08:41:00,SIM-Swap,75000,Mumbai Suburban
CYB-2026-11375,2026-09-29T16:33:00,Loan-App Fraud,5000,Chandigarh
CYB-2026-11376,2026-09-18T14:41:00,Job Fraud,8000,Kolkata
CYB-2026-11377,2026-09-11T00:46:00,Investment Fraud,75000,Nagpur
CYB-2026-11378,2026-09-21T16:16:00,SIM-Swap,2000,Pune
CYB-2026-11379,2026-09-25T11:56:00,OTP Fraud,120000,Ahmedabad
CYB-2026-11380,2026-09-19T10:58:00,SIM-Swap,75000,Pune
CYB-2026-11381,2026-09-19T19:22:00,Job Fraud,25000,Surat
CYB-2026-11382,2026-09-09T17:09:00,Investment Fraud,250000,Patna
CYB-2026-11383,2026-10-01T03:57:00,Job Fraud,8000,Surat
CYB-2026-11384,2026-09-01T19:29:00,Romance Scam,25000,Mumbai Suburban
CYB-2026-11385,2026-09-09T21:05:00,SIM-Swap,5000,Pune
CYB-2026-11386,2026-09-22T11:26:00,SIM-Swap,75000,Pune
CYB-2026-11387,2026-09-02T00:13:00,OTP Fraud,15000,Guwahati
CYB-2026-11388,2026-09-07T09:55:00,SIM-Swap,25000,Central Delhi
CYB-2026-11389,2026-09-29T13:48:00,OTP Fraud,25000,Indore
